"user","datetime","stage_duration","stage"
"AOYM4KG","2023-07-23 02:09:30.000",12,"restless"
"AOYM4KG","2023-07-23 02:11:30.000",6,"asleep"
"AOYM4KG","2023-07-23 02:12:30.000",12,"restless"
"AOYM4KG","2023-07-23 02:14:30.000",6,"awake"
"AOYM4KG","2023-07-23 02:15:30.000",6,"restless"
"AOYM4KG","2023-07-23 02:16:30.000",6,"awake"
"AOYM4KG","2023-07-23 02:17:30.000",216,"asleep"
"AOYM4KG","2023-07-23 02:53:30.000",6,"restless"
"AOYM4KG","2023-07-23 02:54:30.000",18,"asleep"
"AOYM4KG","2023-07-23 02:57:30.000",6,"restless"
"AOYM4KG","2023-07-23 02:58:30.000",54,"asleep"
"AOYM4KG","2023-07-23 03:07:30.000",12,"restless"
"AOYM4KG","2023-07-23 03:09:30.000",30,"awake"
"AOYM4KG","2023-07-23 03:14:30.000",216,"asleep"
"AOYM4KG","2023-07-23 03:50:30.000",24,"restless"
"AOYM4KG","2023-07-23 03:54:30.000",12,"awake"
"AOYM4KG","2023-07-23 03:56:30.000",12,"restless"
"AOYM4KG","2023-07-23 03:58:30.000",360,"asleep"
"AOYM4KG","2023-07-23 04:58:30.000",6,"restless"
"AOYM4KG","2023-07-23 04:59:30.000",6,"asleep"
"AOYM4KG","2023-07-23 17:31:30.000",6,"awake"
"AOYM4KG","2023-07-23 17:32:30.000",60,"asleep"
"AOYM4KG","2023-07-23 17:42:30.000",12,"restless"
"AOYM4KG","2023-07-23 17:44:30.000",12,"asleep"
"AOYM4KG","2023-07-23 17:46:30.000",12,"restless"
"AOYM4KG","2023-07-23 17:48:30.000",114,"asleep"
"AOYM4KG","2023-07-23 18:07:30.000",18,"restless"
"AOYM4KG","2023-07-23 18:10:30.000",18,"awake"
"AOYM4KG","2023-07-23 18:13:30.000",6,"restless"
"AOYM4KG","2023-07-23 18:14:30.000",12,"asleep"
"AOYM4KG","2023-07-23 18:16:30.000",24,"restless"
"AOYM4KG","2023-07-23 18:20:30.000",36,"awake"
"AOYM4KG","2023-07-23 18:26:30.000",6,"restless"
"AOYM4KG","2023-07-23 18:27:30.000",114,"asleep"
"AOYM4KG","2023-07-23 18:46:30.000",12,"restless"
"AOYM4KG","2023-07-23 18:48:30.000",24,"asleep"
"AOYM4KG","2023-07-23 18:52:30.000",12,"restless"
"AOYM4KG","2023-07-23 18:54:30.000",6,"asleep"
"AOYM4KG","2023-07-23 18:55:30.000",6,"restless"
"AOYM4KG","2023-07-23 18:56:30.000",24,"asleep"
"AOYM4KG","2023-07-23 19:00:30.000",12,"restless"
"AOYM4KG","2023-07-23 19:02:30.000",108,"asleep"
"AOYM4KG","2023-07-23 19:20:30.000",18,"restless"
"AOYM4KG","2023-07-23 19:23:30.000",18,"awake"
"AOYM4KG","2023-07-23 19:26:30.000",12,"restless"
"AOYM4KG","2023-07-23 19:28:30.000",228,"asleep"
"AOYM4KG","2023-07-23 20:06:30.000",6,"restless"
"AOYM4KG","2023-07-23 20:07:30.000",342,"asleep"
"AOYM4KG","2023-07-23 21:04:30.000",6,"restless"
"AOYM4KG","2023-07-23 21:05:30.000",210,"asleep"
"AOYM4KG","2023-07-23 21:40:30.000",6,"restless"
"AOYM4KG","2023-07-23 21:41:30.000",18,"asleep"
"AOYM4KG","2023-07-23 21:44:30.000",6,"restless"
"AOYM4KG","2023-07-23 21:45:30.000",6,"asleep"
"AOYM4KG","2023-07-23 21:46:30.000",18,"restless"
"AOYM4KG","2023-07-23 21:49:30.000",6,"asleep"
"AOYM4KG","2023-07-23 21:50:30.000",30,"restless"
"AOYM4KG","2023-07-23 21:55:30.000",6,"awake"
"AOYM4KG","2023-07-23 21:56:30.000",264,"asleep"
"AOYM4KG","2023-07-23 22:40:30.000",6,"restless"
"AOYM4KG","2023-07-23 22:41:30.000",18,"asleep"
"AOYM4KG","2023-07-23 22:44:30.000",6,"restless"
"AOYM4KG","2023-07-23 22:45:30.000",24,"asleep"
"AOYM4KG","2023-07-23 22:49:30.000",6,"restless"
"AOYM4KG","2023-07-23 22:50:30.000",12,"asleep"
"AOYM4KG","2023-07-23 22:52:30.000",12,"restless"
"AOYM4KG","2023-07-23 22:54:30.000",426,"asleep"
"AOYM4KG","2023-07-24 00:05:30.000",6,"restless"
"AOYM4KG","2023-07-24 00:06:30.000",90,"asleep"
"AOYM4KG","2023-07-24 00:21:30.000",18,"restless"
"AOYM4KG","2023-07-24 00:24:30.000",6,"asleep"
"AOYM4KG","2023-07-24 00:25:30.000",42,"restless"
"AOYM4KG","2023-07-24 00:32:30.000",6,"awake"
"AOYM4KG","2023-07-24 00:33:30.000",6,"restless"
"AOYM4KG","2023-07-24 00:34:30.000",534,"asleep"
"AOYM4KG","2023-07-24 02:03:30.000",6,"restless"
"AOYM4KG","2023-07-24 02:04:30.000",288,"asleep"
"AOYM4KG","2023-07-24 02:52:30.000",24,"restless"
"AOYM4KG","2023-07-24 02:56:30.000",18,"awake"
"AOYM4KG","2023-07-24 02:59:30.000",222,"asleep"
"AOYM4KG","2023-07-24 03:36:30.000",6,"restless"
"AOYM4KG","2023-07-24 03:37:30.000",30,"asleep"
"AOYM4KG","2023-07-24 18:40:00.000",6,"asleep"
"AOYM4KG","2023-07-24 18:41:00.000",12,"restless"
"AOYM4KG","2023-07-24 18:43:00.000",6,"awake"
"AOYM4KG","2023-07-24 18:44:00.000",24,"restless"
"AOYM4KG","2023-07-24 18:48:00.000",42,"awake"
"AOYM4KG","2023-07-24 18:55:00.000",12,"restless"
"AOYM4KG","2023-07-24 18:57:00.000",18,"asleep"
"AOYM4KG","2023-07-24 19:00:00.000",12,"restless"
"AOYM4KG","2023-07-24 19:02:00.000",6,"asleep"
"AOYM4KG","2023-07-24 19:03:00.000",18,"restless"
"AOYM4KG","2023-07-24 19:06:00.000",60,"asleep"
"AOYM4KG","2023-07-24 19:16:00.000",24,"restless"
"AOYM4KG","2023-07-24 19:20:00.000",12,"awake"
"AOYM4KG","2023-07-24 19:22:00.000",6,"restless"
"AOYM4KG","2023-07-24 19:23:00.000",30,"awake"
"AOYM4KG","2023-07-24 19:28:00.000",12,"restless"
"AOYM4KG","2023-07-24 19:30:00.000",6,"asleep"
"AOYM4KG","2023-07-24 19:31:00.000",6,"restless"
"AOYM4KG","2023-07-24 19:32:00.000",6,"asleep"
"AOYM4KG","2023-07-24 19:33:00.000",6,"restless"
"AOYM4KG","2023-07-24 19:34:00.000",30,"awake"
"AOYM4KG","2023-07-24 19:39:00.000",6,"restless"
"AOYM4KG","2023-07-24 19:40:00.000",342,"asleep"
"AOYM4KG","2023-07-24 20:37:00.000",6,"restless"
"AOYM4KG","2023-07-24 20:38:00.000",270,"asleep"
"AOYM4KG","2023-07-24 21:23:00.000",6,"restless"
"AOYM4KG","2023-07-24 21:24:00.000",18,"asleep"
"AOYM4KG","2023-07-24 21:27:00.000",6,"restless"
"AOYM4KG","2023-07-24 21:28:00.000",192,"asleep"
"AOYM4KG","2023-07-24 22:00:00.000",12,"restless"
"AOYM4KG","2023-07-24 22:02:00.000",12,"asleep"
"AOYM4KG","2023-07-24 22:04:00.000",12,"restless"
"AOYM4KG","2023-07-24 22:06:00.000",6,"asleep"
"AOYM4KG","2023-07-24 22:07:00.000",6,"restless"
"AOYM4KG","2023-07-24 22:08:00.000",12,"awake"
"AOYM4KG","2023-07-24 22:10:00.000",6,"restless"
"AOYM4KG","2023-07-24 22:11:00.000",6,"awake"
"AOYM4KG","2023-07-24 22:12:00.000",108,"asleep"
"AOYM4KG","2023-07-24 22:30:00.000",18,"restless"
"AOYM4KG","2023-07-24 22:33:00.000",6,"asleep"
"AOYM4KG","2023-07-24 22:34:00.000",6,"restless"
"AOYM4KG","2023-07-24 22:35:00.000",270,"asleep"
"AOYM4KG","2023-07-24 23:20:00.000",6,"restless"
"AOYM4KG","2023-07-24 23:21:00.000",18,"asleep"
"AOYM4KG","2023-07-24 23:24:00.000",6,"restless"
"AOYM4KG","2023-07-24 23:25:00.000",18,"asleep"
"AOYM4KG","2023-07-24 23:28:00.000",6,"restless"
"AOYM4KG","2023-07-24 23:29:00.000",432,"asleep"
"AOYM4KG","2023-07-25 00:41:00.000",6,"restless"
"AOYM4KG","2023-07-25 00:42:00.000",18,"asleep"
"AOYM4KG","2023-07-25 00:45:00.000",6,"restless"
"AOYM4KG","2023-07-25 00:46:00.000",420,"asleep"
"AOYM4KG","2023-07-25 01:56:00.000",6,"restless"
"AOYM4KG","2023-07-25 01:57:00.000",18,"asleep"
"AOYM4KG","2023-07-25 02:00:00.000",6,"restless"
"AOYM4KG","2023-07-25 02:01:00.000",246,"asleep"
"AOYM4KG","2023-07-25 02:42:00.000",6,"restless"
"AOYM4KG","2023-07-25 02:43:00.000",54,"asleep"
"AOYM4KG","2023-07-25 02:52:00.000",6,"restless"
"AOYM4KG","2023-07-25 02:53:00.000",6,"asleep"
"AOYM4KG","2023-07-25 02:54:00.000",12,"restless"
"AOYM4KG","2023-07-25 02:56:00.000",6,"awake"
"AOYM4KG","2023-07-25 02:57:00.000",6,"restless"
"AOYM4KG","2023-07-25 02:58:00.000",6,"awake"
"AOYM4KG","2023-07-25 02:59:00.000",84,"asleep"
"AOYM4KG","2023-07-25 03:13:00.000",6,"restless"
"AOYM4KG","2023-07-25 03:14:00.000",18,"asleep"
"AOYM4KG","2023-07-25 03:17:00.000",6,"restless"
"AOYM4KG","2023-07-25 03:18:00.000",126,"asleep"
"AOYM4KG","2023-07-25 19:52:00.000",12,"awake"
"AOYM4KG","2023-07-25 19:54:00.000",6,"restless"
"AOYM4KG","2023-07-25 19:55:00.000",258,"asleep"
"AOYM4KG","2023-07-25 20:38:00.000",6,"restless"
"AOYM4KG","2023-07-25 20:39:00.000",600,"asleep"
"AOYM4KG","2023-07-25 22:19:00.000",6,"restless"
"AOYM4KG","2023-07-25 22:20:00.000",18,"asleep"
"AOYM4KG","2023-07-25 22:23:00.000",6,"restless"
"AOYM4KG","2023-07-25 22:24:00.000",72,"asleep"
"AOYM4KG","2023-07-25 22:36:00.000",6,"restless"
"AOYM4KG","2023-07-25 22:37:00.000",12,"asleep"
"AOYM4KG","2023-07-25 22:39:00.000",24,"restless"
"AOYM4KG","2023-07-25 22:43:00.000",6,"awake"
"AOYM4KG","2023-07-25 22:44:00.000",12,"restless"
"AOYM4KG","2023-07-25 22:46:00.000",6,"awake"
"AOYM4KG","2023-07-25 22:47:00.000",6,"restless"
"AOYM4KG","2023-07-25 22:48:00.000",306,"asleep"
"AOYM4KG","2023-07-25 23:39:00.000",6,"restless"
"AOYM4KG","2023-07-25 23:40:00.000",12,"asleep"
"AOYM4KG","2023-07-25 23:42:00.000",18,"restless"
"AOYM4KG","2023-07-25 23:45:00.000",120,"asleep"
"AOYM4KG","2023-07-26 00:05:00.000",12,"restless"
"AOYM4KG","2023-07-26 00:07:00.000",6,"asleep"
"AOYM4KG","2023-07-26 00:08:00.000",12,"restless"
"AOYM4KG","2023-07-26 00:10:00.000",12,"asleep"
"AOYM4KG","2023-07-26 00:12:00.000",6,"restless"
"AOYM4KG","2023-07-26 00:13:00.000",396,"asleep"
"AOYM4KG","2023-07-26 01:19:00.000",6,"restless"
"AOYM4KG","2023-07-26 01:20:00.000",348,"asleep"
"AOYM4KG","2023-07-26 02:18:00.000",12,"restless"
"AOYM4KG","2023-07-26 02:20:00.000",138,"asleep"
"AOYM4KG","2023-07-26 02:43:00.000",6,"restless"
"AOYM4KG","2023-07-26 02:44:00.000",114,"asleep"
"AOYM4KG","2023-07-26 03:03:00.000",12,"restless"
"AOYM4KG","2023-07-26 03:05:00.000",30,"asleep"
"AOYM4KG","2023-07-26 03:10:00.000",24,"restless"
"AOYM4KG","2023-07-26 03:14:00.000",12,"awake"
"AOYM4KG","2023-07-26 03:16:00.000",6,"restless"
"AOYM4KG","2023-07-26 03:17:00.000",222,"asleep"
"AOYM4KG","2023-07-26 03:54:00.000",18,"restless"
"AOYM4KG","2023-07-26 03:57:00.000",60,"awake"
"AOYM4KG","2023-07-26 04:07:00.000",30,"restless"
"AOYM4KG","2023-07-26 04:12:00.000",6,"asleep"
"AOYM4KG","2023-07-26 04:13:00.000",12,"restless"
"AOYM4KG","2023-07-26 04:15:00.000",72,"asleep"
"AOYM4KG","2023-07-26 04:27:00.000",24,"restless"
"AOYM4KG","2023-07-26 04:31:00.000",12,"awake"
"AOYM4KG","2023-07-26 04:33:00.000",12,"restless"
"AOYM4KG","2023-07-26 04:35:00.000",18,"asleep"
"AOYM4KG","2023-07-26 04:38:00.000",6,"restless"
"AOYM4KG","2023-07-26 04:39:00.000",318,"asleep"
"AOYM4KG","2023-07-26 05:32:00.000",6,"restless"
"AOYM4KG","2023-07-26 05:33:00.000",18,"asleep"
"AOYM4KG","2023-07-26 05:36:00.000",6,"restless"
"AOYM4KG","2023-07-26 05:37:00.000",48,"asleep"
"AOYM4KG","2023-07-26 19:03:00.000",246,"asleep"
"AOYM4KG","2023-07-26 19:44:00.000",24,"restless"
"AOYM4KG","2023-07-26 19:48:00.000",6,"awake"
"AOYM4KG","2023-07-26 19:49:00.000",24,"restless"
"AOYM4KG","2023-07-26 19:53:00.000",12,"awake"
"AOYM4KG","2023-07-26 19:55:00.000",72,"asleep"
"AOYM4KG","2023-07-26 20:07:00.000",6,"restless"
"AOYM4KG","2023-07-26 20:08:00.000",6,"asleep"
"AOYM4KG","2023-07-26 20:09:00.000",12,"restless"
"AOYM4KG","2023-07-26 20:11:00.000",6,"awake"
"AOYM4KG","2023-07-26 20:12:00.000",12,"restless"
"AOYM4KG","2023-07-26 20:14:00.000",810,"asleep"
"AOYM4KG","2023-07-26 22:29:00.000",18,"restless"
"AOYM4KG","2023-07-26 22:32:00.000",6,"asleep"
"AOYM4KG","2023-07-26 22:33:00.000",24,"restless"
"AOYM4KG","2023-07-26 22:37:00.000",12,"awake"
"AOYM4KG","2023-07-26 22:39:00.000",6,"restless"
"AOYM4KG","2023-07-26 22:40:00.000",390,"asleep"
"AOYM4KG","2023-07-26 23:45:00.000",6,"restless"
"AOYM4KG","2023-07-26 23:46:00.000",486,"asleep"
"AOYM4KG","2023-07-27 01:07:00.000",6,"restless"
"AOYM4KG","2023-07-27 01:08:00.000",18,"asleep"
"AOYM4KG","2023-07-27 01:11:00.000",6,"restless"
"AOYM4KG","2023-07-27 01:12:00.000",162,"asleep"
"AOYM4KG","2023-07-27 01:39:00.000",6,"restless"
"AOYM4KG","2023-07-27 01:40:00.000",258,"asleep"
"AOYM4KG","2023-07-27 02:23:00.000",6,"restless"
"AOYM4KG","2023-07-27 02:24:00.000",306,"asleep"
"AOYM4KG","2023-07-27 03:15:00.000",6,"restless"
"AOYM4KG","2023-07-27 03:16:00.000",6,"asleep"
"AOYM4KG","2023-07-27 03:17:00.000",12,"restless"
"AOYM4KG","2023-07-27 03:19:00.000",6,"awake"
"AOYM4KG","2023-07-27 03:20:00.000",6,"restless"
"AOYM4KG","2023-07-27 03:21:00.000",6,"awake"
"AOYM4KG","2023-07-27 03:22:00.000",6,"restless"
"AOYM4KG","2023-07-27 03:23:00.000",192,"asleep"
"AOYM4KG","2023-07-27 03:55:00.000",18,"restless"
"AOYM4KG","2023-07-27 19:26:00.000",6,"awake"
"AOYM4KG","2023-07-27 19:27:00.000",6,"restless"
"AOYM4KG","2023-07-27 19:28:00.000",564,"asleep"
"AOYM4KG","2023-07-27 21:02:00.000",6,"restless"
"AOYM4KG","2023-07-27 21:03:00.000",6,"asleep"
"AOYM4KG","2023-07-27 21:04:00.000",12,"restless"
"AOYM4KG","2023-07-27 21:06:00.000",6,"awake"
"AOYM4KG","2023-07-27 21:07:00.000",18,"restless"
"AOYM4KG","2023-07-27 21:10:00.000",6,"awake"
"AOYM4KG","2023-07-27 21:11:00.000",306,"asleep"
"AOYM4KG","2023-07-27 22:02:00.000",36,"restless"
"AOYM4KG","2023-07-27 22:08:00.000",630,"asleep"
"AOYM4KG","2023-07-27 23:53:00.000",6,"restless"
"AOYM4KG","2023-07-27 23:54:00.000",102,"asleep"
"AOYM4KG","2023-07-28 00:11:00.000",6,"restless"
"AOYM4KG","2023-07-28 00:12:00.000",6,"asleep"
"AOYM4KG","2023-07-28 00:13:00.000",6,"restless"
"AOYM4KG","2023-07-28 00:14:00.000",18,"asleep"
"AOYM4KG","2023-07-28 00:17:00.000",6,"restless"
"AOYM4KG","2023-07-28 00:18:00.000",780,"asleep"
"AOYM4KG","2023-07-28 02:28:00.000",6,"restless"
"AOYM4KG","2023-07-28 02:29:00.000",6,"asleep"
"AOYM4KG","2023-07-28 02:30:00.000",12,"restless"
"AOYM4KG","2023-07-28 02:32:00.000",12,"awake"
"AOYM4KG","2023-07-28 02:34:00.000",18,"restless"
"AOYM4KG","2023-07-28 02:37:00.000",132,"asleep"
"AOYM4KG","2023-07-28 02:59:00.000",6,"restless"
"AOYM4KG","2023-07-28 03:00:00.000",18,"asleep"
"AOYM4KG","2023-07-28 03:03:00.000",6,"restless"
"AOYM4KG","2023-07-28 03:04:00.000",78,"asleep"
"AOYM4KG","2023-07-28 03:17:00.000",6,"restless"
"AOYM4KG","2023-07-28 03:18:00.000",66,"asleep"
"AOYM4KG","2023-07-28 03:29:00.000",12,"restless"
"AOYM4KG","2023-07-28 03:31:00.000",24,"asleep"
"AOYM4KG","2023-07-28 20:25:30.000",222,"asleep"
"AOYM4KG","2023-07-28 21:02:30.000",6,"restless"
"AOYM4KG","2023-07-28 21:03:30.000",18,"asleep"
"AOYM4KG","2023-07-28 21:06:30.000",6,"restless"
"AOYM4KG","2023-07-28 21:07:30.000",228,"asleep"
"AOYM4KG","2023-07-28 21:45:30.000",18,"restless"
"AOYM4KG","2023-07-28 21:48:30.000",6,"asleep"
"AOYM4KG","2023-07-28 21:49:30.000",6,"restless"
"AOYM4KG","2023-07-28 21:50:30.000",6,"asleep"
"AOYM4KG","2023-07-28 21:51:30.000",6,"restless"
"AOYM4KG","2023-07-28 21:52:30.000",12,"asleep"
"AOYM4KG","2023-07-28 21:54:30.000",6,"restless"
"AOYM4KG","2023-07-28 21:55:30.000",6,"asleep"
"AOYM4KG","2023-07-28 21:56:30.000",12,"restless"
"AOYM4KG","2023-07-28 21:58:30.000",6,"awake"
"AOYM4KG","2023-07-28 21:59:30.000",6,"restless"
"AOYM4KG","2023-07-28 22:00:30.000",6,"awake"
"AOYM4KG","2023-07-28 22:01:30.000",300,"asleep"
"AOYM4KG","2023-07-28 22:51:30.000",6,"restless"
"AOYM4KG","2023-07-28 22:52:30.000",18,"asleep"
"AOYM4KG","2023-07-28 22:55:30.000",12,"restless"
"AOYM4KG","2023-07-28 22:57:30.000",156,"asleep"
"AOYM4KG","2023-07-28 23:23:30.000",24,"restless"
"AOYM4KG","2023-07-28 23:27:30.000",18,"awake"
"AOYM4KG","2023-07-28 23:30:30.000",354,"asleep"
"AOYM4KG","2023-07-29 00:29:30.000",12,"restless"
"AOYM4KG","2023-07-29 00:31:30.000",378,"asleep"
"AOYM4KG","2023-07-29 01:34:30.000",6,"restless"
"AOYM4KG","2023-07-29 01:35:30.000",30,"asleep"
"AOYM4KG","2023-07-29 01:40:30.000",6,"restless"
"AOYM4KG","2023-07-29 01:41:30.000",18,"asleep"
"AOYM4KG","2023-07-29 01:44:30.000",6,"restless"
"AOYM4KG","2023-07-29 01:45:30.000",138,"asleep"
"AOYM4KG","2023-07-29 02:08:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:09:30.000",18,"asleep"
"AOYM4KG","2023-07-29 02:12:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:13:30.000",6,"asleep"
"AOYM4KG","2023-07-29 02:14:30.000",12,"restless"
"AOYM4KG","2023-07-29 02:16:30.000",6,"awake"
"AOYM4KG","2023-07-29 02:17:30.000",12,"restless"
"AOYM4KG","2023-07-29 02:19:30.000",6,"awake"
"AOYM4KG","2023-07-29 02:20:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:21:30.000",72,"asleep"
"AOYM4KG","2023-07-29 02:33:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:34:30.000",18,"asleep"
"AOYM4KG","2023-07-29 02:37:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:38:30.000",60,"asleep"
"AOYM4KG","2023-07-29 02:48:30.000",12,"restless"
"AOYM4KG","2023-07-29 02:50:30.000",12,"asleep"
"AOYM4KG","2023-07-29 02:52:30.000",6,"restless"
"AOYM4KG","2023-07-29 02:53:30.000",84,"asleep"
"AOYM4KG","2023-07-29 03:07:30.000",6,"restless"
"AOYM4KG","2023-07-29 03:08:30.000",12,"asleep"
"AOYM4KG","2023-07-29 03:10:30.000",12,"restless"
"AOYM4KG","2023-07-29 03:12:30.000",24,"asleep"
"AOYM4KG","2023-07-29 03:16:30.000",6,"restless"
"AOYM4KG","2023-07-29 03:17:30.000",18,"asleep"
"AOYM4KG","2023-07-29 03:20:30.000",12,"restless"
"AOYM4KG","2023-07-29 03:22:30.000",12,"asleep"
"AOYM4KG","2023-07-29 19:08:30.000",18,"asleep"
"AOYM4KG","2023-07-29 19:11:30.000",24,"restless"
"AOYM4KG","2023-07-29 19:15:30.000",48,"awake"
"AOYM4KG","2023-07-29 19:23:30.000",12,"restless"
"AOYM4KG","2023-07-29 19:25:30.000",336,"asleep"
"AOYM4KG","2023-07-29 20:21:30.000",6,"restless"
"AOYM4KG","2023-07-29 20:22:30.000",342,"asleep"
"AOYM4KG","2023-07-29 21:19:30.000",12,"restless"
"AOYM4KG","2023-07-29 21:21:30.000",6,"asleep"
"AOYM4KG","2023-07-29 21:22:30.000",6,"restless"
"AOYM4KG","2023-07-29 21:23:30.000",12,"awake"
"AOYM4KG","2023-07-29 21:25:30.000",6,"restless"
"AOYM4KG","2023-07-29 21:26:30.000",6,"awake"
"AOYM4KG","2023-07-29 21:27:30.000",6,"restless"
"AOYM4KG","2023-07-29 21:28:30.000",438,"asleep"
"AOYM4KG","2023-07-29 22:41:30.000",6,"restless"
"AOYM4KG","2023-07-29 22:42:30.000",6,"asleep"
"AOYM4KG","2023-07-29 22:43:30.000",12,"restless"
"AOYM4KG","2023-07-29 22:45:30.000",6,"awake"
"AOYM4KG","2023-07-29 22:46:30.000",24,"restless"
"AOYM4KG","2023-07-29 22:50:30.000",216,"asleep"
"AOYM4KG","2023-07-29 23:26:30.000",6,"restless"
"AOYM4KG","2023-07-29 23:27:30.000",18,"asleep"
"AOYM4KG","2023-07-29 23:30:30.000",6,"restless"
"AOYM4KG","2023-07-29 23:31:30.000",534,"asleep"
"AOYM4KG","2023-07-30 01:00:30.000",12,"restless"
"AOYM4KG","2023-07-30 01:02:30.000",276,"asleep"
"AOYM4KG","2023-07-30 01:48:30.000",6,"restless"
"AOYM4KG","2023-07-30 01:49:30.000",102,"asleep"
"AOYM4KG","2023-07-30 02:06:30.000",24,"restless"
"AOYM4KG","2023-07-30 02:10:30.000",6,"awake"
"AOYM4KG","2023-07-30 02:11:30.000",12,"restless"
"AOYM4KG","2023-07-30 02:13:30.000",78,"asleep"
"AOYM4KG","2023-07-30 02:26:30.000",6,"restless"
"AOYM4KG","2023-07-30 02:27:30.000",60,"asleep"
"AOYM4KG","2023-07-30 02:37:30.000",6,"restless"
"AOYM4KG","2023-07-30 02:38:30.000",18,"asleep"
"AOYM4KG","2023-07-30 02:41:30.000",6,"restless"
"AOYM4KG","2023-07-30 02:42:30.000",294,"asleep"
"AOYM4KG","2023-07-30 03:31:30.000",18,"restless"
"AOYM4KG","2023-07-30 03:34:30.000",120,"asleep"
"AOYM4KG","2023-07-30 19:36:00.000",6,"awake"
"AOYM4KG","2023-07-30 19:37:00.000",774,"asleep"
"AOYM4KG","2023-07-30 21:46:00.000",6,"restless"
"AOYM4KG","2023-07-30 21:47:00.000",6,"asleep"
"AOYM4KG","2023-07-30 21:48:00.000",6,"restless"
"AOYM4KG","2023-07-30 21:49:00.000",36,"awake"
"AOYM4KG","2023-07-30 21:55:00.000",6,"restless"
"AOYM4KG","2023-07-30 21:56:00.000",120,"asleep"
"AOYM4KG","2023-07-30 22:16:00.000",18,"restless"
"AOYM4KG","2023-07-30 22:19:00.000",18,"asleep"
"AOYM4KG","2023-07-30 22:22:00.000",6,"restless"
"AOYM4KG","2023-07-30 22:23:00.000",6,"asleep"
"AOYM4KG","2023-07-30 22:24:00.000",12,"restless"
"AOYM4KG","2023-07-30 22:26:00.000",6,"awake"
"AOYM4KG","2023-07-30 22:27:00.000",300,"asleep"
"AOYM4KG","2023-07-30 23:17:00.000",6,"restless"
"AOYM4KG","2023-07-30 23:18:00.000",18,"asleep"
"AOYM4KG","2023-07-30 23:21:00.000",12,"restless"
"AOYM4KG","2023-07-30 23:23:00.000",66,"asleep"
"AOYM4KG","2023-07-30 23:34:00.000",6,"restless"
"AOYM4KG","2023-07-30 23:35:00.000",6,"asleep"
"AOYM4KG","2023-07-30 23:36:00.000",12,"restless"
"AOYM4KG","2023-07-30 23:38:00.000",6,"awake"
"AOYM4KG","2023-07-30 23:39:00.000",18,"restless"
"AOYM4KG","2023-07-30 23:42:00.000",6,"awake"
"AOYM4KG","2023-07-30 23:43:00.000",6,"restless"
"AOYM4KG","2023-07-30 23:44:00.000",510,"asleep"
"AOYM4KG","2023-07-31 01:09:00.000",6,"restless"
"AOYM4KG","2023-07-31 01:10:00.000",48,"asleep"
"AOYM4KG","2023-07-31 01:18:00.000",6,"restless"
"AOYM4KG","2023-07-31 01:19:00.000",474,"asleep"
"AOYM4KG","2023-07-31 02:38:00.000",6,"restless"
"AOYM4KG","2023-07-31 02:39:00.000",12,"asleep"
"AOYM4KG","2023-07-31 02:41:00.000",24,"restless"
"AOYM4KG","2023-07-31 02:45:00.000",6,"awake"
"AOYM4KG","2023-07-31 02:46:00.000",12,"restless"
"AOYM4KG","2023-07-31 02:48:00.000",6,"awake"
"AOYM4KG","2023-07-31 02:49:00.000",42,"asleep"
"AOYM4KG","2023-07-31 02:56:00.000",6,"restless"
"AOYM4KG","2023-07-31 02:57:00.000",102,"asleep"
"AOYM4KG","2023-07-31 03:14:00.000",6,"restless"
"AOYM4KG","2023-07-31 03:15:00.000",24,"asleep"
"AOYM4KG","2023-07-31 03:19:00.000",6,"restless"
"AOYM4KG","2023-07-31 03:20:00.000",18,"asleep"
"AOYM4KG","2023-07-31 03:23:00.000",6,"restless"
"AOYM4KG","2023-07-31 03:24:00.000",6,"asleep"
"AOYM4KG","2023-07-31 03:25:00.000",12,"restless"
"AOYM4KG","2023-07-31 03:27:00.000",42,"asleep"
"AOYM4KG","2023-07-31 03:34:00.000",6,"restless"
"AOYM4KG","2023-07-31 03:35:00.000",114,"asleep"
"AOYM4KG","2023-07-31 18:50:00.000",6,"asleep"
"AOYM4KG","2023-07-31 18:51:00.000",12,"restless"
"AOYM4KG","2023-07-31 18:53:00.000",6,"asleep"
"AOYM4KG","2023-07-31 18:54:00.000",12,"restless"
"AOYM4KG","2023-07-31 18:56:00.000",6,"awake"
"AOYM4KG","2023-07-31 18:57:00.000",6,"restless"
"AOYM4KG","2023-07-31 18:58:00.000",54,"asleep"
"AOYM4KG","2023-07-31 19:07:00.000",6,"restless"
"AOYM4KG","2023-07-31 19:08:00.000",12,"asleep"
"AOYM4KG","2023-07-31 19:10:00.000",18,"restless"
"AOYM4KG","2023-07-31 19:13:00.000",36,"asleep"
"AOYM4KG","2023-07-31 19:19:00.000",6,"restless"
"AOYM4KG","2023-07-31 19:20:00.000",90,"asleep"
"AOYM4KG","2023-07-31 19:35:00.000",24,"restless"
"AOYM4KG","2023-07-31 19:39:00.000",12,"awake"
"AOYM4KG","2023-07-31 19:41:00.000",6,"restless"
"AOYM4KG","2023-07-31 19:42:00.000",42,"awake"
"AOYM4KG","2023-07-31 19:49:00.000",6,"restless"
